0,9.439803e-01
1000,9.507351e-01
2000,9.509243e-01
3000,9.509770e-01
4000,9.510016e-01
5000,9.510142e-01
6000,9.510204e-01
7000,9.510226e-01
8000,9.510224e-01
9000,9.510206e-01
10000,9.510179e-01
11000,9.510147e-01
12000,9.510114e-01
13000,9.510081e-01
14000,9.510051e-01
15000,9.510023e-01
16000,9.510000e-01
17000,9.509982e-01
18000,9.509968e-01
19000,9.509960e-01
20000,9.509957e-01
21000,9.509960e-01
22000,9.509968e-01
23000,9.509981e-01
24000,9.509999e-01
25000,9.510022e-01
26000,9.510050e-01
27000,9.510081e-01
28000,9.510117e-01
29000,9.510157e-01
30000,9.510201e-01
31000,9.510248e-01
32000,9.510298e-01
33000,9.510350e-01
34000,9.510406e-01
35000,9.510464e-01
36000,9.510524e-01
37000,9.510586e-01
38000,9.510649e-01
39000,9.510714e-01
40000,9.510781e-01
41000,9.510848e-01
42000,9.510917e-01
43000,9.510986e-01
44000,9.511056e-01
45000,9.511127e-01
46000,9.511198e-01
47000,9.511269e-01
48000,9.511341e-01
49000,9.511412e-01
50000,9.511483e-01
51000,9.511554e-01
52000,9.511625e-01
53000,9.511696e-01
54000,9.511766e-01
55000,9.511835e-01
56000,9.511904e-01
57000,9.511972e-01
58000,9.512040e-01
59000,9.512107e-01
60000,9.512173e-01
61000,9.512238e-01
62000,9.512302e-01
63000,9.512366e-01
64000,9.512428e-01
65000,9.512490e-01
66000,9.512550e-01
67000,9.512610e-01
68000,9.512668e-01
69000,9.512725e-01
70000,9.512782e-01
71000,9.512837e-01
72000,9.512891e-01
73000,9.512945e-01
74000,9.512997e-01
75000,9.513048e-01
76000,9.513098e-01
77000,9.513147e-01
78000,9.513195e-01
79000,9.513241e-01
80000,9.513287e-01
81000,9.513332e-01
82000,9.513375e-01
83000,9.513418e-01
84000,9.513459e-01
85000,9.513500e-01
86000,9.513539e-01
87000,9.513578e-01
88000,9.513616e-01
88823,4.735762e-03
